4 Northern California faults primed for big quakes (The Arizona Republic),http://news.feedzilla.com/en_us/stories/science/402735921?client_source=api&format=json,"SAN FRANCISCO (AP) -- Three fault segments running beneath Northern California
and its roughly 15 million people are overdue for a major earthquake,
including one that lies northeast of San Francisco and near the dams and
canals that supply much of the state's water, according to a geological study
published Monday....

"
A new land snail species named for equal marriage rights (Eurekalert),http://news.feedzilla.com/en_us/stories/science/402648072?client_source=api&format=json,"With more than 300 land snail species, Taiwan holds a remarkable diversity of
these creatures and still continues to surprise. During a recent study
scientists discovered a new endemic snail species of the genus Aegista from
eastern Taiwan and named it to support recent efforts for equal marriage
rights -- same-sex marriage rights -- in Taiwan and around the world. The
study was published in the open-access journal ZooKeys.

"
Book Review: Scaling Apache Solr,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/8ZvzcmkZo2U/story01.htm,"First time accepted submitter sobczakt writes We live in a world flooded by data and information and all realize that if we can't find what we're looking for (e.g. a specific document), there's no benefit from all these data stores. When your data sets become enormous or your systems need to process thousands of messages a second, you need to an environment that is efficient, tunable and ready for scaling. We all need well-designed search technology. A few days ago, a book called Scaling Apache Solr landed on my desk. The author, Hrishikesh Vijay Karambelkar, has written an extremely useful guide to one of the most popular open-source search platforms, Apache Solr. Solr is a full-text, standalone, Java search engine based on Lucene, another successful Apache project. For people working with Solr, like myself, this book should be on their Christmas shopping list. It's one of the best on this subject. Read below for the rest of sobczakt's review.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Book+Review%3A+Scaling+Apache+Solr%3A+http%3A%2F%2Fbit.ly%2F1toKi2U""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fbooks.slashdot.org%2Fstory%2F14%2F10%2F13%2F1257212%2Fbook-review-scaling-apache-solr%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://books.slashdot.org/story/14/10/13/1257212/book-review-scaling-apache-solr?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://books.slashdot.org/story/14/10/13/1257212/book-review-scaling-apache-solr?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5821137&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3f69766f/sc/4/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/210474302978/u/49/f/647410/c/35028/s/3f69766f/sc/4/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474302978/u/49/f/647410/c/35028/s/3f69766f/sc/4/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474302978/u/49/f/647410/c/35028/s/3f69766f/sc/4/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474302978/u/49/f/647410/c/35028/s/3f69766f/sc/4/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474302978/u/49/f/647410/c/35028/s/3f69766f/sc/4/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474302978/u/49/f/647410/c/35028/s/3f69766f/sc/4/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/210474302978/u/49/f/647410/c/35028/s/3f69766f/sc/4/a2.htm""><img src=""http://da.feedsportal.com/r/210474302978/u/49/f/647410/c/35028/s/3f69766f/sc/4/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/210474302978/u/49/f/647410/c/35028/s/3f69766f/sc/4/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/8ZvzcmkZo2U"" height=""1"" width=""1""/>"
Confidence Shaken In Open Source Security Idealism,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/k1M1OWxejwE/story01.htm,"iONiUM writes: According to a few news articles, the general public has taken notice of all the recent security breaches in open source software. From the article: ""Hackers have shaken the free-software movement that once symbolized the Web's idealism. Several high-profile attacks in recent months exploited security flaws found in the ""open-source"" software created by volunteers collaborating online, building off each other's work."" While it's true that open source means you can review the actual code to ensure there's no data-theft, loggers, or glaring security holes, that idealism doesn't really help out most people who simply don't have time, or the knowledge, to do it. As such, the trust is left to the open source community, and is that really so different than leaving it to a corporation with closed source?""<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Confidence+Shaken+In+Open+Source+Security+Idealism%3A+http%3A%2F%2Fbit.ly%2F1v9bSzM""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fnews.slashdot.org%2Fstory%2F14%2F10%2F14%2F1738224%2Fconfidence-shaken-in-open-source-security-idealism%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://news.slashdot.org/story/14/10/14/1738224/confidence-shaken-in-open-source-security-idealism?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://news.slashdot.org/story/14/10/14/1738224/confidence-shaken-in-open-source-security-idealism?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5826885&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3f739d76/sc/4/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/210474362657/u/49/f/647410/c/35028/s/3f739d76/sc/4/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474362657/u/49/f/647410/c/35028/s/3f739d76/sc/4/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474362657/u/49/f/647410/c/35028/s/3f739d76/sc/4/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474362657/u/49/f/647410/c/35028/s/3f739d76/sc/4/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474362657/u/49/f/647410/c/35028/s/3f739d76/sc/4/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474362657/u/49/f/647410/c/35028/s/3f739d76/sc/4/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/210474362657/u/49/f/647410/c/35028/s/3f739d76/sc/4/a2.htm""><img src=""http://da.feedsportal.com/r/210474362657/u/49/f/647410/c/35028/s/3f739d76/sc/4/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/210474362657/u/49/f/647410/c/35028/s/3f739d76/sc/4/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/k1M1OWxejwE"" height=""1"" width=""1""/>"
Disorganized Brain Cells Help Explain Autism Symptoms (Scientific American),http://news.feedzilla.com/en_us/stories/science/402650484?client_source=api&format=json,"Prenatal brain development may get jumbled in key areas implicated in autism


-- Read more on ScientificAmerican.com

"
"Dropbox Wasn't Hacked, Says Leaked Credentials Are From Unrelated Services",http://rss.slashdot.org/~r/Slashdot/slashdot/~3/s3pLpzVFWXk/story01.htm,"An anonymous reader writes Dropbox has denied that they have been hacked, and that the login credentials leaked by an unknown individual on Pastebin are those of Dropbox users. ""Your stuff is safe. The usernames and passwords referenced in these articles were stolen from unrelated services, not Dropbox. Attackers then used these stolen credentials to try to log in to sites across the internet, including Dropbox,"" Anton Mityagin from the Dropbox security department noted in a post.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Dropbox+Wasn't+Hacked%2C+Says+Leaked+Credentials+Are+From+Unrelated+Services%3A+http%3A%2F%2Fbit.ly%2F1wz2pQx""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fyro.slashdot.org%2Fstory%2F14%2F10%2F14%2F1251203%2Fdropbox-wasnt-hacked-says-leaked-credentials-are-from-unrelated-services%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://yro.slashdot.org/story/14/10/14/1251203/dropbox-wasnt-hacked-says-leaked-credentials-are-from-unrelated-services?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://yro.slashdot.org/story/14/10/14/1251203/dropbox-wasnt-hacked-says-leaked-credentials-are-from-unrelated-services?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5825993&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3f70a0cb/sc/21/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/210474350710/u/49/f/647410/c/35028/s/3f70a0cb/sc/21/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474350710/u/49/f/647410/c/35028/s/3f70a0cb/sc/21/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474350710/u/49/f/647410/c/35028/s/3f70a0cb/sc/21/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474350710/u/49/f/647410/c/35028/s/3f70a0cb/sc/21/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474350710/u/49/f/647410/c/35028/s/3f70a0cb/sc/21/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474350710/u/49/f/647410/c/35028/s/3f70a0cb/sc/21/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/210474350710/u/49/f/647410/c/35028/s/3f70a0cb/sc/21/a2.htm""><img src=""http://da.feedsportal.com/r/210474350710/u/49/f/647410/c/35028/s/3f70a0cb/sc/21/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/210474350710/u/49/f/647410/c/35028/s/3f70a0cb/sc/21/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/s3pLpzVFWXk"" height=""1"" width=""1""/>"
Ebola Timeline (bioethicscom),http://news.feedzilla.com/en_us/stories/science/402954381?client_source=api&format=json,"The Ebola outbreak in West Africa is the largest Ebola outbreak in history. It
can be traced back to a boy who died of Ebola in December; he lived in
Guéckédou in southeastern Guinea, which is surrounded by Sierra Leone … Read
More

"
Federal Government Removes 7 Americans From No-Fly List,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/lg7D-QXWSQk/story01.htm,"An anonymous reader writes: In response to a district judge ruling that declared the Department of Homeland Security's Traveler Redress Inquiry Program unconstitutional, the federal government has annouced its removal of seven Americans from its no-fly list (PDF). The American Civil Liberties Union (ACLU) is representing a total of 13 people suing to get off that list, and the government has until January of this year to deal with remaining six in that group. ""Federal agencies have nominated more than 1.5 million names to terrorist watch lists over the past five years alone. Yet being a terrorist isn't a condition of getting on a roster that, until now, has been virtually impossible to be removed from..."" One of the seven removed from the list is Marine Corps veteran and dog trainer Ibraheim Mashal of Illinois. The others had similarly Middle-Eastern-sounding names.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Federal+Government+Removes+7+Americans+From+No-Fly+List%3A+http%3A%2F%2Fbit.ly%2F1tpmiwJ""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fnews.slashdot.org%2Fstory%2F14%2F10%2F13%2F2237234%2Ffederal-government-removes-7-americans-from-no-fly-list%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://news.slashdot.org/story/14/10/13/2237234/federal-government-removes-7-americans-from-no-fly-list?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://news.slashdot.org/story/14/10/13/2237234/federal-government-removes-7-americans-from-no-fly-list?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5822507&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3f6afa78/sc/1/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/210474325387/u/49/f/647410/c/35028/s/3f6afa78/sc/1/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474325387/u/49/f/647410/c/35028/s/3f6afa78/sc/1/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474325387/u/49/f/647410/c/35028/s/3f6afa78/sc/1/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474325387/u/49/f/647410/c/35028/s/3f6afa78/sc/1/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474325387/u/49/f/647410/c/35028/s/3f6afa78/sc/1/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474325387/u/49/f/647410/c/35028/s/3f6afa78/sc/1/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/210474325387/u/49/f/647410/c/35028/s/3f6afa78/sc/1/a2.htm""><img src=""http://da.feedsportal.com/r/210474325387/u/49/f/647410/c/35028/s/3f6afa78/sc/1/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/210474325387/u/49/f/647410/c/35028/s/3f6afa78/sc/1/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/lg7D-QXWSQk"" height=""1"" width=""1""/>"
Fighting the Culture of 'Worse Is Better',http://rss.slashdot.org/~r/Slashdot/slashdot/~3/Crrbap12gSY/story01.htm,"An anonymous reader writes: Developer Paul Chiusano thinks much of programming culture has been infected by a ""worse is better"" mindset, where trade-offs to preserve compatibility and interoperability cripple the functionality of vital languages and architectures. He says, ""[W]e do not merely calculate in earnest to what extent tradeoffs are necessary or desirable, keeping in mind our goals and values -- there is a culture around making such compromises that actively discourages people from even considering more radical, principled approaches."" Chiusano takes C++ as an example, explaining how Stroustrup's insistence that it retain full compatibility with C has led to decades of problems and hacks. He says this isn't necessarily the wrong approach, but the culture of software development prevents us from having a reasoned discussion about it. ""Developing software is a form of investment management. When a company or an individual develops a new feature, inserts a hack, hires too quickly without sufficient onboarding or training, or works on better infrastructure for software development (including new languages, tools, and the like), these are investments or the taking on of debt. ... The outcome of everyone solving their own narrow short-term problems and never really revisiting the solutions is the sea of accidental complexity we now operate in, and which we all recognize is a problem.""<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Fighting+the+Culture+of+'Worse+Is+Better'%3A+http%3A%2F%2Fbit.ly%2F1sLHXNv""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fdevelopers.slashdot.org%2Fstory%2F14%2F10%2F14%2F025236%2Ffighting-the-culture-of-worse-is-better%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://developers.slashdot.org/story/14/10/14/025236/fighting-the-culture-of-worse-is-better?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://developers.slashdot.org/story/14/10/14/025236/fighting-the-culture-of-worse-is-better?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5822807&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3f7051a2/sc/4/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/210474330754/u/49/f/647410/c/35028/s/3f7051a2/sc/4/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474330754/u/49/f/647410/c/35028/s/3f7051a2/sc/4/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474330754/u/49/f/647410/c/35028/s/3f7051a2/sc/4/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474330754/u/49/f/647410/c/35028/s/3f7051a2/sc/4/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474330754/u/49/f/647410/c/35028/s/3f7051a2/sc/4/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474330754/u/49/f/647410/c/35028/s/3f7051a2/sc/4/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/210474330754/u/49/f/647410/c/35028/s/3f7051a2/sc/4/a2.htm""><img src=""http://da.feedsportal.com/r/210474330754/u/49/f/647410/c/35028/s/3f7051a2/sc/4/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/210474330754/u/49/f/647410/c/35028/s/3f7051a2/sc/4/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/Crrbap12gSY"" height=""1"" width=""1""/>"
Firefox 33 Arrives With OpenH264 Support,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/y_rcmx5Sf80/story01.htm,"An anonymous reader writes: Mozilla today officially launched Firefox 33 for Windows, Mac, Linux, and Android. Additions include OpenH264 support as well as the ability to send video content from webpages to a second screen. Firefox 33 for the desktop is available for download now on Firefox.com, and all existing users should be able to upgrade to it automatically. As always, the Android version is trickling out slowly on Google Play. Full changelogs are available here: desktop and Android.""<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Firefox+33+Arrives+With+OpenH264+Support%3A+http%3A%2F%2Fbit.ly%2F1D9P7OT""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fnews.slashdot.org%2Fstory%2F14%2F10%2F14%2F178205%2Ffirefox-33-arrives-with-openh264-support%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://news.slashdot.org/story/14/10/14/178205/firefox-33-arrives-with-openh264-support?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://news.slashdot.org/story/14/10/14/178205/firefox-33-arrives-with-openh264-support?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5826771&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3f73575b/sc/4/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/210474366668/u/49/f/647410/c/35028/s/3f73575b/sc/4/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474366668/u/49/f/647410/c/35028/s/3f73575b/sc/4/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474366668/u/49/f/647410/c/35028/s/3f73575b/sc/4/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474366668/u/49/f/647410/c/35028/s/3f73575b/sc/4/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474366668/u/49/f/647410/c/35028/s/3f73575b/sc/4/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474366668/u/49/f/647410/c/35028/s/3f73575b/sc/4/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/210474366668/u/49/f/647410/c/35028/s/3f73575b/sc/4/a2.htm""><img src=""http://da.feedsportal.com/r/210474366668/u/49/f/647410/c/35028/s/3f73575b/sc/4/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/210474366668/u/49/f/647410/c/35028/s/3f73575b/sc/4/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/y_rcmx5Sf80"" height=""1"" width=""1""/>"
